station_id,sensor_id,latitude,longitude,measurement_value,measurement_datetime_utc,measurement_datetime_tokyo,NO2_lag_1,NO2_target_T+1,past_temp_1,past_wind_1,past_wind_dir_1,past_humidity_1,past_pressure_1,future_temp_1,future_wind_1,future_wind_dir_1,future_humidity_1,future_pressure_1,NO2_lag_2,NO2_target_T+2,past_temp_2,past_wind_2,past_wind_dir_2,past_humidity_2,past_pressure_2,future_temp_2,future_wind_2,future_wind_dir_2,future_humidity_2,future_pressure_2,NO2_lag_3,NO2_target_T+3,past_temp_3,past_wind_3,past_wind_dir_3,past_humidity_3,past_pressure_3,future_temp_3,future_wind_3,future_wind_dir_3,future_humidity_3,future_pressure_3,NO2_lag_4,NO2_target_T+4,past_temp_4,past_wind_4,past_wind_dir_4,past_humidity_4,past_pressure_4,future_temp_4,future_wind_4,future_wind_dir_4,future_humidity_4,future_pressure_4
1214722,6515455,35.688889,139.772222,0.011,2024-07-31 23:00:00,2024-08-01 08:00:00,0.009,0.009,26.78,4.12,10,85,1005,29.61,4.12,50,67,1006,0.014,0.008,26.48,4.12,20,85,1006,30.64,4.63,70,65,1006,0.014,0.008,27.09,3.6,30,83,1006,31.81,3.09,80,61,1006,0.012,0.008,27.3,4.63,20,75,1006,32.29,3.6,90,59,1006
1214767,6520102,35.725,139.797222,0.017,2024-07-31 23:00:00,2024-08-01 08:00:00,0.013,0.012,27.34,4.12,10,79,1005,29.98,4.12,50,63,1006,0.012,0.011,27.06,4.12,20,79,1006,30.86,4.63,70,64,1006,0.016,0.011,27.62,3.6,30,77,1006,31.93,3.09,80,57,1006,0.018,0.01,27.81,4.63,20,68,1006,32.75,3.6,90,54,1006
1214831,6519787,35.613889,139.744444,0.015,2024-07-31 23:00:00,2024-08-01 08:00:00,0.011,0.015,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.011,0.012,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.01,0.013,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.014,0.014,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1214832,6519019,35.616667,139.722222,0.021,2024-07-31 23:00:00,2024-08-01 08:00:00,0.013,0.017,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.013,0.017,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.016,0.019,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.019,0.016,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1214833,6518521,35.608333,139.725,0.009,2024-07-31 23:00:00,2024-08-01 08:00:00,0.009,0.009,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.008,0.007,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.008,0.007,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.009,0.007,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1214884,6517597,35.716667,139.816667,0.009,2024-07-31 23:00:00,2024-08-01 08:00:00,0.01,0.011,27.34,4.12,10,79,1005,29.98,4.12,50,63,1006,0.009,0.009,27.06,4.12,20,79,1006,30.86,4.63,70,64,1006,0.013,0.011,27.62,3.6,30,77,1006,31.93,3.09,80,57,1006,0.009,0.01,27.81,4.63,20,68,1006,32.75,3.6,90,54,1006
1214929,6587241,35.591667,139.713889,0.018,2024-07-31 23:00:00,2024-08-01 08:00:00,0.015,0.02,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.018,0.016,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.017,0.018,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.016,0.021,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1214930,6519173,35.573056,139.686389,0.008,2024-07-31 23:00:00,2024-08-01 08:00:00,0.008,0.01,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.009,0.01,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.01,0.009,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.009,0.011,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1214931,6519744,35.597222,139.697222,0.017,2024-07-31 23:00:00,2024-08-01 08:00:00,0.011,0.017,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.012,0.018,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.013,0.016,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.014,0.013,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1215290,6587168,35.719444,139.734722,0.025,2024-07-31 23:00:00,2024-08-01 08:00:00,0.015,0.017,26.78,4.12,10,85,1005,29.61,4.12,50,67,1006,0.018,0.016,26.48,4.12,20,85,1006,30.64,4.63,70,65,1006,0.02,0.016,27.09,3.6,30,83,1006,31.81,3.09,80,61,1006,0.023,0.012,27.3,4.63,20,75,1006,32.29,3.6,90,59,1006
1215291,6520815,35.730556,139.758333,0.014,2024-07-31 23:00:00,2024-08-01 08:00:00,0.011,0.03,26.78,4.12,10,85,1005,29.61,4.12,50,67,1006,0.012,0.019,26.48,4.12,20,85,1006,30.64,4.63,70,65,1006,0.014,0.017,27.09,3.6,30,83,1006,31.81,3.09,80,61,1006,0.015,0.024,27.3,4.63,20,75,1006,32.29,3.6,90,59,1006
1215294,6518335,35.713889,139.705556,0.012,2024-07-31 23:00:00,2024-08-01 08:00:00,0.013,0.019,26.78,4.12,10,85,1005,29.61,4.12,50,67,1006,0.009,0.016,26.48,4.12,20,85,1006,30.64,4.63,70,65,1006,0.012,0.013,27.09,3.6,30,83,1006,31.81,3.09,80,61,1006,0.01,0.009,27.3,4.63,20,75,1006,32.29,3.6,90,59,1006
1215295,6520345,35.677777999999996,139.716667,0.01,2024-07-31 23:00:00,2024-08-01 08:00:00,0.008,0.01,26.78,4.12,10,85,1005,29.61,4.12,50,67,1006,0.008,0.007,26.48,4.12,20,85,1006,30.64,4.63,70,65,1006,0.008,0.006,27.09,3.6,30,83,1006,31.81,3.09,80,61,1006,0.01,0.005,27.3,4.63,20,75,1006,32.29,3.6,90,59,1006
1215373,6518084,35.686111,139.605556,0.009,2024-07-31 23:00:00,2024-08-01 08:00:00,0.011,0.009,26.3,1.16,23,96,1005,29.28,3.6,20,69,1006,0.01,0.009,25.89,1.52,19,93,1006,30.72,2.75,38,59,1006,0.011,0.008,26.1,2.17,19,89,1006,31.73,3.17,61,55,1006,0.01,0.005,26.59,2.59,23,82,1006,31.98,3.56,78,60,1005
1215412,6587276,35.758333,139.708333,0.037,2024-07-31 23:00:00,2024-08-01 08:00:00,0.026,0.044,27.03,1.47,65,82,1005,30.02,0.45,16,61,1006,0.025,0.045,26.64,1.86,60,83,1006,31.05,2.71,60,62,1006,0.033,0.045,27.74,2.47,57,79,1006,32.19,3.09,72,56,1006,0.033,0.045,27.41,2.77,53,69,1006,32.73,3.9,78,54,1006
1215413,6587196,35.753611,139.7075,0.011,2024-07-31 23:00:00,2024-08-01 08:00:00,0.01,0.015,26.84,1.27,50,86,1005,29.93,3.6,20,65,1006,0.01,0.013,26.43,1.62,45,86,1006,30.94,2.75,48,61,1006,0.013,,26.88,2.26,41,81,1006,31.86,3.11,65,58,1006,0.011,,27.03,2.68,39,73,1006,32.3,3.72,76,57,1005
1215489,6587322,35.694444,139.838889,0.011,2024-07-31 23:00:00,2024-08-01 08:00:00,0.009,0.011,27.34,4.12,10,79,1005,29.98,4.12,50,63,1006,0.01,0.01,27.06,4.12,20,79,1006,30.86,4.63,70,64,1006,0.017,0.009,27.62,3.6,30,77,1006,31.93,3.09,80,57,1006,0.016,0.01,27.81,4.63,20,68,1006,32.75,3.6,90,54,1006
1215490,6587181,35.686111,139.830556,0.007,2024-07-31 23:00:00,2024-08-01 08:00:00,0.009,0.005,27.34,4.12,10,79,1005,29.98,4.12,50,63,1006,0.007,0.005,27.06,4.12,20,79,1006,30.86,4.63,70,64,1006,0.009,0.004,27.62,3.6,30,77,1006,31.93,3.09,80,57,1006,0.009,0.004,27.81,4.63,20,68,1006,32.75,3.6,90,54,1006
1215491,6520578,35.647222,139.813889,0.016,2024-07-31 23:00:00,2024-08-01 08:00:00,0.016,0.015,27.34,4.12,10,79,1005,29.98,4.12,50,63,1006,0.016,0.012,27.06,4.12,20,79,1006,30.86,4.63,70,64,1006,0.02,0.011,27.62,3.6,30,77,1006,31.93,3.09,80,57,1006,0.018,0.012,27.81,4.63,20,68,1006,32.75,3.6,90,54,1006
1215540,6515603,35.661111,139.702778,0.009,2024-07-31 23:00:00,2024-08-01 08:00:00,0.008,0.012,26.78,4.12,10,85,1005,29.61,4.12,50,67,1006,0.008,0.017,26.48,4.12,20,85,1006,30.64,4.63,70,65,1006,0.01,0.013,27.09,3.6,30,83,1006,31.81,3.09,80,61,1006,0.011,0.014,27.3,4.63,20,75,1006,32.29,3.6,90,59,1006
1215541,6519859,35.669444,139.663889,0.023,2024-07-31 23:00:00,2024-08-01 08:00:00,0.016,0.026,26.78,4.12,10,85,1005,29.61,4.12,50,67,1006,0.021,0.028,26.48,4.12,20,85,1006,30.64,4.63,70,65,1006,0.023,0.026,27.09,3.6,30,83,1006,31.81,3.09,80,61,1006,0.021,0.022,27.3,4.63,20,75,1006,32.29,3.6,90,59,1006
1215542,6515515,35.630556,139.780556,0.013,2024-07-31 23:00:00,2024-08-01 08:00:00,0.014,0.013,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.013,0.011,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.015,0.009,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.014,0.011,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1215543,6518967,35.633333,139.741667,0.013,2024-07-31 23:00:00,2024-08-01 08:00:00,0.01,0.012,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.008,0.015,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.009,0.02,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.012,0.019,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1215544,6519804,35.642222,139.735833,0.011,2024-07-31 23:00:00,2024-08-01 08:00:00,0.008,0.009,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.008,0.009,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.009,0.01,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.01,0.008,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1215604,6515512,35.620278,139.681667,0.025,2024-07-31 23:00:00,2024-08-01 08:00:00,0.022,0.021,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.025,0.016,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.031,0.022,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.03,0.022,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1215605,6587166,35.616667,139.686111,0.01,2024-07-31 23:00:00,2024-08-01 08:00:00,0.01,0.009,26.92,4.12,10,85,1005,29.62,4.12,50,67,1006,0.012,0.008,26.73,4.12,20,85,1006,30.56,4.63,70,66,1006,0.012,0.007,27.12,3.6,30,83,1006,31.77,3.09,80,62,1006,0.011,0.007,27.59,4.63,20,75,1006,32.27,3.6,90,60,1006
1215606,6518338,35.65,139.691667,0.026,2024-07-31 23:00:00,2024-08-01 08:00:00,0.018,0.027,26.78,4.12,10,85,1005,29.61,4.12,50,67,1006,0.02,0.03,26.48,4.12,20,85,1006,30.64,4.63,70,65,1006,0.025,0.031,27.09,3.6,30,83,1006,31.81,3.09,80,61,1006,0.024,0.03,27.3,4.63,20,75,1006,32.29,3.6,90,59,1006
1215737,6519084,35.761111,139.666667,0.008,2024-07-31 23:00:00,2024-08-01 08:00:00,0.013,0.01,26.84,1.27,50,86,1005,29.93,3.6,20,65,1006,0.015,,26.43,1.62,45,86,1006,30.94,2.75,48,61,1006,0.012,0.01,26.88,2.26,41,81,1006,31.86,3.11,65,58,1006,0.01,0.009,27.03,2.68,39,73,1006,32.3,3.72,76,57,1005
1215738,6587252,35.733333,139.602778,0.009,2024-07-31 23:00:00,2024-08-01 08:00:00,0.011,0.008,26.84,1.27,50,86,1005,29.93,3.6,20,65,1006,0.01,0.006,26.43,1.62,45,86,1006,30.94,2.75,48,61,1006,0.01,0.006,26.88,2.26,41,81,1006,31.86,3.11,65,58,1006,0.011,,27.03,2.68,39,73,1006,32.3,3.72,76,57,1005
1215739,6516899,35.743333,139.653611,0.007,2024-07-31 23:00:00,2024-08-01 08:00:00,0.009,0.007,26.84,1.27,50,86,1005,29.93,3.6,20,65,1006,0.014,0.009,26.43,1.62,45,86,1006,30.94,2.75,48,61,1006,0.012,0.005,26.88,2.26,41,81,1006,31.86,3.11,65,58,1006,0.011,0.004,27.03,2.68,39,73,1006,32.3,3.72,76,57,1005
1215784,6516949,35.730556,139.791667,0.009,2024-07-31 23:00:00,2024-08-01 08:00:00,0.011,0.007,27.28,1.71,67,80,1005,30.23,0.45,16,60,1006,0.01,0.005,26.91,2.2,65,80,1006,31.21,2.95,64,63,1006,0.013,0.004,27.77,2.79,61,76,1006,32.37,3.35,72,56,1006,0.012,0.004,27.83,3.07,56,68,1006,33.02,4.04,75,54,1006
1215848,6587251,35.738611,139.729444,0.018,2024-07-31 23:00:00,2024-08-01 08:00:00,0.011,0.016,26.78,4.12,10,85,1005,29.61,4.12,50,67,1006,0.013,0.012,26.48,4.12,20,85,1006,30.64,4.63,70,65,1006,0.017,0.014,27.09,3.6,30,83,1006,31.81,3.09,80,61,1006,0.018,0.01,27.3,4.63,20,75,1006,32.29,3.6,90,59,1006
1215878,6520231,35.772222,139.805556,0.013,2024-07-31 23:00:00,2024-08-01 08:00:00,0.009,0.012,27.28,1.71,67,80,1005,30.23,0.45,16,60,1006,0.007,0.012,26.91,2.2,65,80,1006,31.21,2.95,64,63,1006,0.014,0.014,27.77,2.79,61,76,1006,32.37,3.35,72,56,1006,0.014,0.009,27.83,3.07,56,68,1006,33.02,4.04,75,54,1006
1215880,6517103,35.777778,139.780556,0.013,2024-07-31 23:00:00,2024-08-01 08:00:00,0.008,0.014,27.28,1.71,67,80,1005,30.23,0.45,16,60,1006,0.011,0.008,26.91,2.2,65,80,1006,31.21,2.95,64,63,1006,0.011,,27.77,2.79,61,76,1006,32.37,3.35,72,56,1006,0.012,,27.83,3.07,56,68,1006,33.02,4.04,75,54,1006
1298213,6587300,35.681389,139.718611,0.011,2024-07-31 23:00:00,2024-08-01 08:00:00,0.009,0.011,26.78,4.12,10,85,1005,29.61,4.12,50,67,1006,0.009,0.008,26.48,4.12,20,85,1006,30.64,4.63,70,65,1006,0.009,0.008,27.09,3.6,30,83,1006,31.81,3.09,80,61,1006,0.011,0.007,27.3,4.63,20,75,1006,32.29,3.6,90,59,1006
1214508,6518570,35.651389,139.593611,0.003,2024-12-14 03:00:00,2024-12-14 12:00:00,0.011,0.003,6.49,5.45,348,54,1009,11.98,7.2,340,23,1010,0.005,0.002,7.98,5.14,350,44,1010,11.87,2.24,25,20,1010,0.003,0.003,9.28,0.45,45,39,1011,11.28,1.34,16,21,1011,0.003,0.003,10.66,1.34,9,29,1010,10.19,0.45,15,27,1011
1214509,6587263,35.661111,139.616667,0.006,2024-12-14 03:00:00,2024-12-14 12:00:00,0.019,0.006,6.49,5.45,348,54,1009,11.98,7.2,340,23,1010,0.014,0.006,7.98,5.14,350,44,1010,11.87,2.24,25,20,1010,0.009,0.006,9.28,0.45,45,39,1011,11.28,1.34,16,21,1011,0.007,0.006,10.66,1.34,9,29,1010,10.19,0.45,15,27,1011
1214510,6516563,35.675,139.786111,0.014,2024-12-14 03:00:00,2024-12-14 12:00:00,0.022,0.011,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.021,0.012,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.018,0.013,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.016,0.017,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1214511,6516111,35.652778,139.783333,0.006,2024-12-14 03:00:00,2024-12-14 12:00:00,0.01,0.005,6.97,10.29,340,49,1009,11.86,9.77,340,28,1010,0.011,0.006,8.03,8.75,350,45,1010,11.87,8.75,350,25,1010,0.008,0.007,9.32,8.23,330,38,1011,11.57,9.26,340,24,1011,0.007,0.007,10.49,10.29,330,32,1011,10.29,10.29,340,29,1011
1214514,6518645,35.700278,139.682778,0.004,2024-12-14 03:00:00,2024-12-14 12:00:00,0.012,0.004,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.008,0.004,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.004,0.005,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.004,0.005,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1214515,6515352,35.716667,139.647222,0.003,2024-12-14 03:00:00,2024-12-14 12:00:00,0.01,0.003,6.24,0.89,37,45,1009,12.26,0.89,32,25,1010,0.008,0.003,7.68,5.14,350,43,1010,11.67,8.6,347,24,1010,0.005,0.003,9.33,0.89,10,37,1011,11.07,0.89,18,22,1010,0.004,0.004,10.3,1.34,359,32,1011,9.73,0.89,10,24,1011
1214712,6587151,35.763889,139.738889,0.011,2024-12-14 03:00:00,2024-12-14 12:00:00,0.022,0.013,6.26,0.89,37,46,1009,11.93,9.29,329,27,1010,0.022,0.014,7.73,1.34,23,42,1010,12.06,8.05,346,25,1010,0.013,0.011,9.4,0.89,10,38,1011,11.22,0.89,18,22,1010,0.015,0.012,10.43,1.34,359,32,1011,9.67,0.89,10,25,1011
1214720,6516136,35.669444,139.756389,0.009,2024-12-14 03:00:00,2024-12-14 12:00:00,0.017,0.013,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.028,0.01,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.012,0.011,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.009,0.01,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1214721,6515676,35.672222,139.761111,0.007,2024-12-14 03:00:00,2024-12-14 12:00:00,0.013,0.006,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.014,0.006,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.009,0.007,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.009,0.007,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1214722,6515455,35.688889,139.772222,0.007,2024-12-14 03:00:00,2024-12-14 12:00:00,0.01,0.006,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.011,0.006,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.009,0.006,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.008,0.007,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1214767,6520102,35.725,139.797222,0.01,2024-12-14 03:00:00,2024-12-14 12:00:00,0.014,0.008,6.67,10.29,340,47,1009,11.79,9.77,340,29,1010,0.016,0.01,7.86,8.75,350,43,1010,12.1,8.75,350,24,1010,0.012,0.006,9.31,8.23,330,37,1011,11.59,9.26,340,22,1011,0.011,0.006,10.44,10.29,330,32,1011,10.12,10.29,340,27,1011
1214831,6519787,35.613889,139.744444,0.009,2024-12-14 03:00:00,2024-12-14 12:00:00,0.013,0.008,6.97,10.29,340,49,1009,11.86,9.77,340,28,1010,0.015,0.009,8.03,8.75,350,45,1010,11.87,8.75,350,25,1010,0.011,0.009,9.32,8.23,330,38,1011,11.57,9.26,340,24,1011,0.008,0.009,10.49,10.29,330,32,1011,10.29,10.29,340,29,1011
1214832,6519019,35.616667,139.722222,0.015,2024-12-14 03:00:00,2024-12-14 12:00:00,0.019,0.012,6.97,10.29,340,49,1009,11.86,9.77,340,28,1010,0.021,0.014,8.03,8.75,350,45,1010,11.87,8.75,350,25,1010,0.015,0.013,9.32,8.23,330,38,1011,11.57,9.26,340,24,1011,0.012,0.012,10.49,10.29,330,32,1011,10.29,10.29,340,29,1011
1214833,6518521,35.608333,139.725,0.005,2024-12-14 03:00:00,2024-12-14 12:00:00,0.009,0.004,6.97,10.29,340,49,1009,11.86,9.77,340,28,1010,0.009,0.005,8.03,8.75,350,45,1010,11.87,8.75,350,25,1010,0.006,0.005,9.32,8.23,330,38,1011,11.57,9.26,340,24,1011,0.005,0.005,10.49,10.29,330,32,1011,10.29,10.29,340,29,1011
1214884,6517597,35.716667,139.816667,0.005,2024-12-14 03:00:00,2024-12-14 12:00:00,0.013,0.004,6.67,10.29,340,47,1009,11.79,9.77,340,29,1010,0.014,0.004,7.86,8.75,350,43,1010,12.1,8.75,350,24,1010,0.007,0.004,9.31,8.23,330,37,1011,11.59,9.26,340,22,1011,0.005,0.005,10.44,10.29,330,32,1011,10.12,10.29,340,27,1011
1214929,6587241,35.591667,139.713889,0.008,2024-12-14 03:00:00,2024-12-14 12:00:00,0.014,0.007,6.97,10.29,340,49,1009,11.86,9.77,340,28,1010,0.014,0.007,8.03,8.75,350,45,1010,11.87,8.75,350,25,1010,0.01,0.007,9.32,8.23,330,38,1011,11.57,9.26,340,24,1011,0.009,0.006,10.49,10.29,330,32,1011,10.29,10.29,340,29,1011
1214930,6519173,35.573056,139.686389,,2024-12-14 03:00:00,2024-12-14 12:00:00,,,6.97,10.29,340,49,1009,11.86,9.77,340,28,1010,,,8.03,8.75,350,45,1010,11.87,8.75,350,25,1010,,,9.32,8.23,330,38,1011,11.57,9.26,340,24,1011,,,10.49,10.29,330,32,1011,10.29,10.29,340,29,1011
1214931,6519744,35.597222,139.697222,0.004,2024-12-14 03:00:00,2024-12-14 12:00:00,0.01,0.004,6.97,10.29,340,49,1009,11.86,9.77,340,28,1010,0.009,0.004,8.03,8.75,350,45,1010,11.87,8.75,350,25,1010,0.007,0.004,9.32,8.23,330,38,1011,11.57,9.26,340,24,1011,0.005,0.004,10.49,10.29,330,32,1011,10.29,10.29,340,29,1011
1215290,6587168,35.719444,139.734722,0.008,2024-12-14 03:00:00,2024-12-14 12:00:00,0.024,0.011,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.018,0.007,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.01,0.011,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.009,0.01,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1215291,6520815,35.730556,139.758333,0.005,2024-12-14 03:00:00,2024-12-14 12:00:00,0.009,0.004,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.009,0.004,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.007,0.004,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.005,0.005,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1215294,6518335,35.713889,139.705556,0.004,2024-12-14 03:00:00,2024-12-14 12:00:00,0.012,0.004,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.011,0.003,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.005,0.004,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.004,0.005,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1215295,6520345,35.677777999999996,139.716667,0.003,2024-12-14 03:00:00,2024-12-14 12:00:00,0.009,0.002,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.009,0.003,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.005,0.003,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.004,0.004,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1215373,6518084,35.686111,139.605556,0.003,2024-12-14 03:00:00,2024-12-14 12:00:00,0.012,0.003,6.27,5.42,344,53,1009,11.93,7.2,340,21,1010,0.006,0.003,7.76,5.14,350,44,1010,11.61,8.56,347,18,1010,0.004,0.003,9.16,8.94,338,39,1011,10.84,7.28,340,20,1011,0.003,0.004,10.52,8.95,340,29,1010,9.95,6.95,353,24,1011
1215412,6587276,35.758333,139.708333,0.006,2024-12-14 03:00:00,2024-12-14 12:00:00,0.024,0.007,6.26,0.89,37,46,1009,11.93,9.29,329,27,1010,0.018,0.006,7.73,1.34,23,42,1010,12.06,8.05,346,25,1010,0.007,0.007,9.4,0.89,10,38,1011,11.22,0.89,18,22,1010,0.006,0.01,10.43,1.34,359,32,1011,9.67,0.89,10,25,1011
1215413,6587196,35.753611,139.7075,0.004,2024-12-14 03:00:00,2024-12-14 12:00:00,0.013,0.004,6.24,0.89,37,45,1009,12.26,0.89,32,25,1010,0.01,0.004,7.68,5.14,350,43,1010,11.67,8.6,347,24,1010,0.005,0.004,9.33,0.89,10,37,1011,11.07,0.89,18,22,1010,0.005,0.006,10.3,1.34,359,32,1011,9.73,0.89,10,24,1011
1215489,6587322,35.694444,139.838889,0.005,2024-12-14 03:00:00,2024-12-14 12:00:00,0.011,0.005,6.67,10.29,340,47,1009,11.79,9.77,340,29,1010,0.012,0.004,7.86,8.75,350,43,1010,12.1,8.75,350,24,1010,0.007,0.005,9.31,8.23,330,37,1011,11.59,9.26,340,22,1011,0.005,0.005,10.44,10.29,330,32,1011,10.12,10.29,340,27,1011
1215490,6587181,35.686111,139.830556,0.005,2024-12-14 03:00:00,2024-12-14 12:00:00,0.011,0.004,6.67,10.29,340,47,1009,11.79,9.77,340,29,1010,0.011,0.005,7.86,8.75,350,43,1010,12.1,8.75,350,24,1010,0.008,0.004,9.31,8.23,330,37,1011,11.59,9.26,340,22,1011,0.006,0.004,10.44,10.29,330,32,1011,10.12,10.29,340,27,1011
1215491,6520578,35.647222,139.813889,0.006,2024-12-14 03:00:00,2024-12-14 12:00:00,0.012,0.006,6.67,10.29,340,47,1009,11.79,9.77,340,29,1010,0.011,0.006,7.86,8.75,350,43,1010,12.1,8.75,350,24,1010,0.008,0.007,9.31,8.23,330,37,1011,11.59,9.26,340,22,1011,0.006,0.007,10.44,10.29,330,32,1011,10.12,10.29,340,27,1011
1215540,6515603,35.661111,139.702778,0.011,2024-12-14 03:00:00,2024-12-14 12:00:00,0.011,0.01,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.011,0.011,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.013,0.012,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.011,0.012,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1215541,6519859,35.669444,139.663889,0.01,2024-12-14 03:00:00,2024-12-14 12:00:00,0.02,0.009,6.32,0.89,311,49,1009,11.9,9.77,340,27,1010,0.018,0.011,7.67,5.14,350,44,1010,11.71,8.75,350,25,1010,0.011,0.01,9.15,8.23,330,38,1011,11.25,9.26,340,23,1011,0.011,0.012,10.24,10.29,330,32,1011,9.94,10.29,340,28,1011
1215542,6515515,35.630556,139.780556,0.005,2024-12-14 03:00:00,2024-12-14 12:00:00,0.009,0.005,6.97,10.29,340,49,1009,11.86,9.77,340,28,1010,0.009,0.005,8.03,8.75,350,45,1010,11.87,8.75,350,25,1010,0.007,0.006,9.32,8.23,330,38,1011,11.57,9.26,340,24,1011,0.006,0.006,10.49,10.29,330,32,1011,10.29,10.29,340,29,1011
1215543,6518967,35.633333,139.741667,0.013,2024-12-14 03:00:00,2024-12-14 12:00:00,0.011,0.014,6.97,10.29,340,49,1009,11.86,9.77,340,28,1010,0.017,0.016,8.03,8.75,350,45,1010,11.87,8.75,350,25,1010,0.018,0.013,9.32,8.23,330,38,1011,11.57,9.26,340,24,1011,0.013,0.014,10.49,10.29,330,32,1011,10.29,10.29,340,29,1011
1215544,6519804,35.642222,139.735833,0.005,2024-12-14 03:00:00,2024-12-14 12:00:00,0.01,0.005,6.97,10.29,340,49,1009,11.86,9.77,340,28,1010,0.01,0.006,8.03,8.75,350,45,1010,11.87,8.75,350,25,1010,0.008,0.006,9.32,8.23,330,38,1011,11.57,9.26,340,24,1011,0.006,0.007,10.49,10.29,330,32,1011,10.29,10.29,340,29,1011
