station_id,sensor_id,latitude,longitude,measurement_value,measurement_datetime_utc,measurement_datetime_tokyo,NO2_lag_1,past_temp_1,past_wind_1,past_wind_dir_1,past_humidity_1,past_pressure_1,future_temp_1,future_wind_1,future_wind_dir_1,future_humidity_1,future_pressure_1,NO2_lag_2,past_temp_2,past_wind_2,past_wind_dir_2,past_humidity_2,past_pressure_2,future_temp_2,future_wind_2,future_wind_dir_2,future_humidity_2,future_pressure_2,NO2_lag_3,past_temp_3,past_wind_3,past_wind_dir_3,past_humidity_3,past_pressure_3,future_temp_3,future_wind_3,future_wind_dir_3,future_humidity_3,future_pressure_3,NO2_lag_4,past_temp_4,past_wind_4,past_wind_dir_4,past_humidity_4,past_pressure_4,future_temp_4,future_wind_4,future_wind_dir_4,future_humidity_4,future_pressure_4
1215738,6587252,35.733333,139.602778,0.009,2024-11-19 19:00:00,2024-11-20 04:00:00,,7.75,3.68,55,55,1027,6.81,1.74,33,61,1026,,7.78,3.72,44,58,1027,6.68,2.04,15,61,1026,0.011,7.3,3.08,47,61,1027,6.87,1.76,353,61,1026,0.01,7.17,0.45,7,58,1026,6.64,2.99,324,65,1027
1215739,6516899,35.743333,139.653611,0.009,2024-11-19 19:00:00,2024-11-20 04:00:00,,7.75,3.68,55,55,1027,6.81,1.74,33,61,1026,0.006,7.78,3.72,44,58,1027,6.68,2.04,15,61,1026,0.011,7.3,3.08,47,61,1027,6.87,1.76,353,61,1026,0.012,7.17,0.45,7,58,1026,6.64,2.99,324,65,1027
1215784,6516949,35.730556,139.791667,0.008,2024-11-19 19:00:00,2024-11-20 04:00:00,,8.06,3.35,45,61,1027,7.71,2.79,32,66,1025,0.01,8.29,3.46,38,65,1026,7.13,2.52,23,68,1026,0.009,7.63,0.89,339,66,1027,7.13,2.1,12,67,1027,0.008,7.38,0.45,284,64,1026,7.07,2.65,342,70,1027
1215848,6587251,35.738611,139.729444,0.01,2024-11-19 19:00:00,2024-11-20 04:00:00,,7.93,7.72,20,58,1027,6.97,0.89,309,62,1026,0.014,8,6.69,10,59,1026,6.81,1.34,339,63,1026,0.01,7.49,7.2,360,62,1027,6.91,0.89,301,63,1026,0.009,7.4,5.66,10,60,1026,6.86,3.6,340,67,1027
1215878,6520231,35.772222,139.805556,0.014,2024-11-19 19:00:00,2024-11-20 04:00:00,,8.06,3.35,45,61,1027,7.71,2.79,32,66,1025,0.013,8.29,3.46,38,65,1026,7.13,2.52,23,68,1026,0.011,7.63,0.89,339,66,1027,7.13,2.1,12,67,1027,0.009,7.38,0.45,284,64,1026,7.07,2.65,342,70,1027
1215880,6517103,35.777778,139.780556,0.013,2024-11-19 19:00:00,2024-11-20 04:00:00,,8.06,3.35,45,61,1027,7.71,2.79,32,66,1025,0.012,8.29,3.46,38,65,1026,7.13,2.52,23,68,1026,0.01,7.63,0.89,339,66,1027,7.13,2.1,12,67,1027,0.013,7.38,0.45,284,64,1026,7.07,2.65,342,70,1027
1298213,6587300,35.681389,139.718611,,2024-11-19 19:00:00,2024-11-20 04:00:00,,7.93,7.72,20,58,1027,6.97,0.89,309,62,1026,,8,6.69,10,59,1026,6.81,1.34,339,63,1026,,7.49,7.2,360,62,1027,6.91,0.89,301,63,1026,,7.4,5.66,10,60,1026,6.86,3.6,340,67,1027
1214508,6518570,35.651389,139.593611,0.027,2025-01-05 23:00:00,2025-01-06 08:00:00,0.019,3.95,2.56,7,42,1021,4.04,0.51,350,79,1020,0.018,3.82,2.21,359,43,1021,5.48,1.38,22,62,1020,0.019,4.18,2.12,9,43,1020,,,,,,0.022,4.18,1.82,5,43,1020,,,,,
1214509,6587263,35.661111,139.616667,0.03,2025-01-05 23:00:00,2025-01-06 08:00:00,0.029,3.95,2.56,7,42,1021,4.04,0.51,350,79,1020,0.029,3.82,2.21,359,43,1021,5.48,1.38,22,62,1020,0.027,4.18,2.12,9,43,1020,,,,,,0.031,4.18,1.82,5,43,1020,,,,,
1214510,6516563,35.675,139.786111,0.031,2025-01-05 23:00:00,2025-01-06 08:00:00,0.021,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.023,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.025,3.51,2.06,30,59,1021,,,,,,0.029,3.51,1.03,0,61,1020,,,,,
1214511,6516111,35.652778,139.783333,0.031,2025-01-05 23:00:00,2025-01-06 08:00:00,0.018,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.02,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.021,4.42,2.06,30,58,1020,,,,,,0.028,4.42,1.03,0,63,1020,,,,,
1214514,6518645,35.700278,139.682778,0.021,2025-01-05 23:00:00,2025-01-06 08:00:00,0.012,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.012,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.014,3.51,2.06,30,59,1021,,,,,,0.019,3.51,1.03,0,61,1020,,,,,
1214515,6515352,35.716667,139.647222,0.027,2025-01-05 23:00:00,2025-01-06 08:00:00,0.023,3.73,2.26,353,55,1021,3.9,1.54,20,58,1020,0.022,3.43,2.05,346,55,1021,5.27,1.07,14,53,1020,0.024,3.39,1.9,355,57,1021,,,,,,0.027,3.39,1.72,354,57,1020,,,,,
1214712,6587151,35.763889,139.738889,0.031,2025-01-05 23:00:00,2025-01-06 08:00:00,0.023,3.75,2.13,346,62,1021,3.74,1.45,0,59,1020,0.027,3.34,1.94,338,62,1021,5.17,0.98,358,66,1020,0.027,3.47,1.8,343,54,1021,,,,,,0.03,3.47,1.72,345,54,1020,,,,,
1214720,6516136,35.669444,139.756389,0.026,2025-01-05 23:00:00,2025-01-06 08:00:00,0.018,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.019,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.027,3.51,2.06,30,59,1021,,,,,,0.029,3.51,1.03,0,61,1020,,,,,
1214721,6515676,35.672222,139.761111,0.028,2025-01-05 23:00:00,2025-01-06 08:00:00,0.016,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.014,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.02,3.51,2.06,30,59,1021,,,,,,0.026,3.51,1.03,0,61,1020,,,,,
1214722,6515455,35.688889,139.772222,0.024,2025-01-05 23:00:00,2025-01-06 08:00:00,0.016,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.016,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.018,3.51,2.06,30,59,1021,,,,,,0.02,3.51,1.03,0,61,1020,,,,,
1214767,6520102,35.725,139.797222,0.025,2025-01-05 23:00:00,2025-01-06 08:00:00,0.019,4.09,2.06,320,67,1021,4.54,1.54,20,63,1020,0.018,3.28,2.26,340,71,1021,5.5,0.45,341,64,1019,0.02,4.12,2.06,30,58,1020,,,,,,0.027,3.89,1.03,0,61,1020,,,,,
1214831,6519787,35.613889,139.744444,0.03,2025-01-05 23:00:00,2025-01-06 08:00:00,0.016,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.018,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.024,4.42,2.06,30,58,1020,,,,,,0.03,4.42,1.03,0,63,1020,,,,,
1214832,6519019,35.616667,139.722222,0.035,2025-01-05 23:00:00,2025-01-06 08:00:00,0.018,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.015,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.021,4.42,2.06,30,58,1020,,,,,,0.03,4.42,1.03,0,63,1020,,,,,
1214833,6518521,35.608333,139.725,0.031,2025-01-05 23:00:00,2025-01-06 08:00:00,0.018,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.013,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.017,4.42,2.06,30,58,1020,,,,,,0.023,4.42,1.03,0,63,1020,,,,,
1214884,6517597,35.716667,139.816667,0.028,2025-01-05 23:00:00,2025-01-06 08:00:00,0.014,4.09,2.06,320,67,1021,4.54,1.54,20,63,1020,0.012,3.28,2.26,340,71,1021,5.5,0.45,341,64,1019,0.019,4.12,2.06,30,58,1020,,,,,,0.026,3.89,1.03,0,61,1020,,,,,
1214929,6587241,35.591667,139.713889,0.043,2025-01-05 23:00:00,2025-01-06 08:00:00,0.028,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.035,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.04,4.42,2.06,30,58,1020,,,,,,0.039,4.42,1.03,0,63,1020,,,,,
1214930,6519173,35.573056,139.686389,0.032,2025-01-05 23:00:00,2025-01-06 08:00:00,0.031,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.033,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.032,4.42,2.06,30,58,1020,,,,,,0.033,4.42,1.03,0,63,1020,,,,,
1214931,6519744,35.597222,139.697222,0.033,2025-01-05 23:00:00,2025-01-06 08:00:00,0.02,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.018,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.026,4.42,2.06,30,58,1020,,,,,,0.03,4.42,1.03,0,63,1020,,,,,
1215290,6587168,35.719444,139.734722,0.03,2025-01-05 23:00:00,2025-01-06 08:00:00,0.026,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.018,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.026,3.51,2.06,30,59,1021,,,,,,0.033,3.51,1.03,0,61,1020,,,,,
1215291,6520815,35.730556,139.758333,0.029,2025-01-05 23:00:00,2025-01-06 08:00:00,0.023,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.02,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.023,3.51,2.06,30,59,1021,,,,,,0.029,3.51,1.03,0,61,1020,,,,,
1215294,6518335,35.713889,139.705556,0.03,2025-01-05 23:00:00,2025-01-06 08:00:00,0.017,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.017,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.018,3.51,2.06,30,59,1021,,,,,,0.026,3.51,1.03,0,61,1020,,,,,
1215295,6520345,35.677777999999996,139.716667,0.025,2025-01-05 23:00:00,2025-01-06 08:00:00,0.013,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.015,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.014,3.51,2.06,30,59,1021,,,,,,0.016,3.51,1.03,0,61,1020,,,,,
1215373,6518084,35.686111,139.605556,0.03,2025-01-05 23:00:00,2025-01-06 08:00:00,0.027,3.32,2.32,1,42,1021,3.72,0.51,350,73,1020,0.024,3.16,2.05,353,43,1021,5.22,1.18,24,64,1020,0.023,3.58,1.94,4,44,1020,,,,,,0.028,3.58,1.68,1,43,1020,,,,,
1215412,6587276,35.758333,139.708333,0.033,2025-01-05 23:00:00,2025-01-06 08:00:00,0.022,3.75,2.13,346,62,1021,3.74,1.45,0,59,1020,0.025,3.34,1.94,338,62,1021,5.17,0.98,358,66,1020,0.029,3.47,1.8,343,54,1021,,,,,,0.037,3.47,1.72,345,54,1020,,,,,
1215413,6587196,35.753611,139.7075,0.026,2025-01-05 23:00:00,2025-01-06 08:00:00,0.017,3.73,2.26,353,55,1021,3.9,1.54,20,58,1020,0.018,3.43,2.05,346,55,1021,5.27,1.07,14,53,1020,0.021,3.39,1.9,355,57,1021,,,,,,0.027,3.39,1.72,354,57,1020,,,,,
1215489,6587322,35.694444,139.838889,0.03,2025-01-05 23:00:00,2025-01-06 08:00:00,0.016,4.09,2.06,320,67,1021,4.54,1.54,20,63,1020,0.018,3.28,2.26,340,71,1021,5.5,0.45,341,64,1019,0.022,4.12,2.06,30,58,1020,,,,,,0.03,3.89,1.03,0,61,1020,,,,,
1215490,6587181,35.686111,139.830556,0.028,2025-01-05 23:00:00,2025-01-06 08:00:00,0.015,4.09,2.06,320,67,1021,4.54,1.54,20,63,1020,0.012,3.28,2.26,340,71,1021,5.5,0.45,341,64,1019,0.017,4.12,2.06,30,58,1020,,,,,,0.026,3.89,1.03,0,61,1020,,,,,
1215491,6520578,35.647222,139.813889,0.032,2025-01-05 23:00:00,2025-01-06 08:00:00,0.022,4.09,2.06,320,67,1021,4.54,1.54,20,63,1020,0.027,3.28,2.26,340,71,1021,5.5,0.45,341,64,1019,0.028,4.12,2.06,30,58,1020,,,,,,0.032,3.89,1.03,0,61,1020,,,,,
1215540,6515603,35.661111,139.702778,0.03,2025-01-05 23:00:00,2025-01-06 08:00:00,0.016,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.014,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.02,3.51,2.06,30,59,1021,,,,,,0.023,3.51,1.03,0,61,1020,,,,,
1215541,6519859,35.669444,139.663889,0.036,2025-01-05 23:00:00,2025-01-06 08:00:00,0.028,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.026,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.026,3.51,2.06,30,59,1021,,,,,,0.033,3.51,1.03,0,61,1020,,,,,
1215542,6515515,35.630556,139.780556,0.036,2025-01-05 23:00:00,2025-01-06 08:00:00,0.022,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.016,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.024,4.42,2.06,30,58,1020,,,,,,0.035,4.42,1.03,0,63,1020,,,,,
1215543,6518967,35.633333,139.741667,0.038,2025-01-05 23:00:00,2025-01-06 08:00:00,0.016,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.017,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.022,4.42,2.06,30,58,1020,,,,,,0.027,4.42,1.03,0,63,1020,,,,,
1215544,6519804,35.642222,139.735833,0.032,2025-01-05 23:00:00,2025-01-06 08:00:00,0.016,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.016,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.019,4.42,2.06,30,58,1020,,,,,,0.025,4.42,1.03,0,63,1020,,,,,
1215604,6515512,35.620278,139.681667,0.031,2025-01-05 23:00:00,2025-01-06 08:00:00,0.022,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.021,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.026,4.42,2.06,30,58,1020,,,,,,0.029,4.42,1.03,0,63,1020,,,,,
1215605,6587166,35.616667,139.686111,0.032,2025-01-05 23:00:00,2025-01-06 08:00:00,0.019,4.4,2.06,320,59,1021,4.7,2.57,40,62,1020,0.018,4.25,1.54,340,57,1021,5.89,3.09,40,57,1020,0.018,4.42,2.06,30,58,1020,,,,,,0.028,4.42,1.03,0,63,1020,,,,,
1215606,6518338,35.65,139.691667,0.037,2025-01-05 23:00:00,2025-01-06 08:00:00,0.018,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.022,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.027,3.51,2.06,30,59,1021,,,,,,0.033,3.51,1.03,0,61,1020,,,,,
1215737,6519084,35.761111,139.666667,0.028,2025-01-05 23:00:00,2025-01-06 08:00:00,0.023,3.73,2.26,353,55,1021,3.9,1.54,20,58,1020,0.022,3.43,2.05,346,55,1021,5.27,1.07,14,53,1020,0.022,3.39,1.9,355,57,1021,,,,,,0.026,3.39,1.72,354,57,1020,,,,,
1215738,6587252,35.733333,139.602778,0.025,2025-01-05 23:00:00,2025-01-06 08:00:00,0.024,3.73,2.26,353,55,1021,3.9,1.54,20,58,1020,0.024,3.43,2.05,346,55,1021,5.27,1.07,14,53,1020,0.024,3.39,1.9,355,57,1021,,,,,,0.025,3.39,1.72,354,57,1020,,,,,
1215739,6516899,35.743333,139.653611,0.026,2025-01-05 23:00:00,2025-01-06 08:00:00,0.022,3.73,2.26,353,55,1021,3.9,1.54,20,58,1020,0.022,3.43,2.05,346,55,1021,5.27,1.07,14,53,1020,0.023,3.39,1.9,355,57,1021,,,,,,0.026,3.39,1.72,354,57,1020,,,,,
1215784,6516949,35.730556,139.791667,0.021,2025-01-05 23:00:00,2025-01-06 08:00:00,0.016,3.74,2.09,347,64,1021,3.88,1.26,355,61,1020,0.014,3.32,1.84,338,64,1021,5.32,0.94,345,69,1020,0.018,3.48,1.75,339,53,1021,,,,,,0.025,3.48,1.71,343,53,1020,,,,,
1215848,6587251,35.738611,139.729444,0.034,2025-01-05 23:00:00,2025-01-06 08:00:00,0.019,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.017,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.027,3.51,2.06,30,59,1021,,,,,,0.028,3.51,1.03,0,61,1020,,,,,
1215878,6520231,35.772222,139.805556,0.032,2025-01-05 23:00:00,2025-01-06 08:00:00,0.02,3.74,2.09,347,64,1021,3.88,1.26,355,61,1020,0.023,3.32,1.84,338,64,1021,5.32,0.94,345,69,1020,0.029,3.48,1.75,339,53,1021,,,,,,0.03,3.48,1.71,343,53,1020,,,,,
1215880,6517103,35.777778,139.780556,0.028,2025-01-05 23:00:00,2025-01-06 08:00:00,0.019,3.74,2.09,347,64,1021,3.88,1.26,355,61,1020,0.019,3.32,1.84,338,64,1021,5.32,0.94,345,69,1020,0.023,3.48,1.75,339,53,1021,,,,,,0.027,3.48,1.71,343,53,1020,,,,,
1298213,6587300,35.681389,139.718611,0.024,2025-01-05 23:00:00,2025-01-06 08:00:00,0.012,3.92,2.06,320,59,1021,4.12,2.57,40,62,1020,0.014,3.68,1.54,340,58,1021,5.37,3.09,40,56,1020,0.013,3.51,2.06,30,59,1021,,,,,,0.016,3.51,1.03,0,61,1020,,,,,
1214508,6518570,35.651389,139.593611,0.007,2024-09-03 22:00:00,2024-09-04 07:00:00,0.004,23.45,4.88,35,89,1011,24.58,0.45,29,86,1012,0.005,23.29,5.1,28,89,1011,25.58,4.63,350,73,1012,0.005,23.31,5.11,18,88,1011,27.04,6.17,24,64,1012,0.006,23.31,5.28,14,90,1012,28.08,5.91,27,60,1011
1214509,6587263,35.661111,139.616667,0.013,2024-09-03 22:00:00,2024-09-04 07:00:00,0.009,23.45,4.88,35,89,1011,24.58,0.45,29,86,1012,0.01,23.29,5.1,28,89,1011,25.58,4.63,350,73,1012,0.011,23.31,5.11,18,88,1011,27.04,6.17,24,64,1012,0.012,23.31,5.28,14,90,1012,28.08,5.91,27,60,1011
1214510,6516563,35.675,139.786111,0.015,2024-09-03 22:00:00,2024-09-04 07:00:00,0.009,23.51,7.72,10,85,1011,24.73,6.69,360,78,1012,0.009,23.4,7.2,10,84,1011,25.81,6.69,10,69,1012,0.011,23.32,7.2,360,83,1011,27,7.2,360,65,1012,0.016,23.38,6.69,360,85,1012,28.05,6.17,10,65,1011
1214511,6516111,35.652778,139.783333,0.01,2024-09-03 22:00:00,2024-09-04 07:00:00,0.005,23.73,7.72,10,85,1011,24.88,6.71,360,78,1012,0.005,23.66,7.2,10,83,1011,25.9,6.71,10,69,1012,0.006,23.59,7.2,360,82,1011,27.07,7.2,360,65,1012,0.008,23.66,6.71,360,84,1012,27.84,6.17,10,65,1011
1214514,6518645,35.700278,139.682778,0.008,2024-09-03 22:00:00,2024-09-04 07:00:00,0.005,23.51,7.72,10,85,1011,24.73,6.69,360,78,1012,0.005,23.4,7.2,10,84,1011,25.81,6.69,10,69,1012,0.006,23.32,7.2,360,83,1011,27,7.2,360,65,1012,0.006,23.38,6.69,360,85,1012,28.05,6.17,10,65,1011
1214515,6515352,35.716667,139.647222,0.007,2024-09-03 22:00:00,2024-09-04 07:00:00,0.005,23.44,1.34,25,86,1011,24.74,2.68,20,77,1012,0.004,23.32,1.34,42,84,1011,25.79,4.63,350,69,1012,0.006,23.31,2.24,38,85,1012,27,0.89,336,66,1012,0.007,23.31,0.89,4,88,1012,28.08,2.68,167,64,1011
1214712,6587151,35.763889,139.738889,0.022,2024-09-03 22:00:00,2024-09-04 07:00:00,0.008,23.68,4.32,39,88,1011,25.17,0.45,46,77,1012,0.01,23.52,4.52,33,86,1011,26.24,4.99,27,69,1012,0.012,23.52,0.45,7,87,1012,27.23,5.26,30,66,1012,0.019,23.52,0.45,14,89,1012,28.48,5.29,35,63,1011
1214720,6516136,35.669444,139.756389,0.01,2024-09-03 22:00:00,2024-09-04 07:00:00,0.007,23.51,7.72,10,85,1011,24.73,6.69,360,78,1012,0.007,23.4,7.2,10,84,1011,25.81,6.69,10,69,1012,0.007,23.32,7.2,360,83,1011,27,7.2,360,65,1012,0.009,23.38,6.69,360,85,1012,28.05,6.17,10,65,1011
1214721,6515676,35.672222,139.761111,,2024-09-03 22:00:00,2024-09-04 07:00:00,,23.51,7.72,10,85,1011,24.73,6.69,360,78,1012,,23.4,7.2,10,84,1011,25.81,6.69,10,69,1012,,23.32,7.2,360,83,1011,27,7.2,360,65,1012,,23.38,6.69,360,85,1012,28.05,6.17,10,65,1011
1214722,6515455,35.688889,139.772222,,2024-09-03 22:00:00,2024-09-04 07:00:00,,23.51,7.72,10,85,1011,24.73,6.69,360,78,1012,,23.4,7.2,10,84,1011,25.81,6.69,10,69,1012,,23.32,7.2,360,83,1011,27,7.2,360,65,1012,,23.38,6.69,360,85,1012,28.05,6.17,10,65,1011
1214767,6520102,35.725,139.797222,0.014,2024-09-03 22:00:00,2024-09-04 07:00:00,0.007,23.86,7.72,10,86,1011,25.11,6.69,360,76,1012,0.008,23.8,7.2,10,85,1011,26.17,6.69,10,67,1012,0.007,23.79,7.2,360,83,1011,27.26,7.2,360,64,1012,0.009,23.85,6.69,360,86,1012,28.13,6.17,10,64,1011
1214831,6519787,35.613889,139.744444,0.009,2024-09-03 22:00:00,2024-09-04 07:00:00,0.007,23.73,7.72,10,85,1011,24.88,6.71,360,78,1012,0.006,23.66,7.2,10,83,1011,25.9,6.71,10,69,1012,0.006,23.59,7.2,360,82,1011,27.07,7.2,360,65,1012,0.008,23.66,6.71,360,84,1012,27.84,6.17,10,65,1011
1214832,6519019,35.616667,139.722222,0.014,2024-09-03 22:00:00,2024-09-04 07:00:00,0.005,23.73,7.72,10,85,1011,24.88,6.71,360,78,1012,0.006,23.66,7.2,10,83,1011,25.9,6.71,10,69,1012,0.006,23.59,7.2,360,82,1011,27.07,7.2,360,65,1012,0.009,23.66,6.71,360,84,1012,27.84,6.17,10,65,1011
1214833,6518521,35.608333,139.725,0.007,2024-09-03 22:00:00,2024-09-04 07:00:00,0.004,23.73,7.72,10,85,1011,24.88,6.71,360,78,1012,0.004,23.66,7.2,10,83,1011,25.9,6.71,10,69,1012,0.004,23.59,7.2,360,82,1011,27.07,7.2,360,65,1012,0.005,23.66,6.71,360,84,1012,27.84,6.17,10,65,1011
1214884,6517597,35.716667,139.816667,0.009,2024-09-03 22:00:00,2024-09-04 07:00:00,0.005,23.86,7.72,10,86,1011,25.11,6.69,360,76,1012,0.005,23.8,7.2,10,85,1011,26.17,6.69,10,67,1012,0.008,23.79,7.2,360,83,1011,27.26,7.2,360,64,1012,0.008,23.85,6.69,360,86,1012,28.13,6.17,10,64,1011
1214929,6587241,35.591667,139.713889,0.016,2024-09-03 22:00:00,2024-09-04 07:00:00,0.007,23.73,7.72,10,85,1011,24.88,6.71,360,78,1012,0.009,23.66,7.2,10,83,1011,25.9,6.71,10,69,1012,0.011,23.59,7.2,360,82,1011,27.07,7.2,360,65,1012,0.012,23.66,6.71,360,84,1012,27.84,6.17,10,65,1011
1214930,6519173,35.573056,139.686389,0.009,2024-09-03 22:00:00,2024-09-04 07:00:00,0.004,23.73,7.72,10,85,1011,24.88,6.71,360,78,1012,0.004,23.66,7.2,10,83,1011,25.9,6.71,10,69,1012,0.005,23.59,7.2,360,82,1011,27.07,7.2,360,65,1012,0.006,23.66,6.71,360,84,1012,27.84,6.17,10,65,1011
1214931,6519744,35.597222,139.697222,0.01,2024-09-03 22:00:00,2024-09-04 07:00:00,0.006,23.73,7.72,10,85,1011,24.88,6.71,360,78,1012,0.006,23.66,7.2,10,83,1011,25.9,6.71,10,69,1012,0.007,23.59,7.2,360,82,1011,27.07,7.2,360,65,1012,0.008,23.66,6.71,360,84,1012,27.84,6.17,10,65,1011
1215290,6587168,35.719444,139.734722,0.023,2024-09-03 22:00:00,2024-09-04 07:00:00,0.009,23.51,7.72,10,85,1011,24.73,6.69,360,78,1012,0.008,23.4,7.2,10,84,1011,25.81,6.69,10,69,1012,0.011,23.32,7.2,360,83,1011,27,7.2,360,65,1012,0.017,23.38,6.69,360,85,1012,28.05,6.17,10,65,1011
1215291,6520815,35.730556,139.758333,0.01,2024-09-03 22:00:00,2024-09-04 07:00:00,0.005,23.51,7.72,10,85,1011,24.73,6.69,360,78,1012,0.006,23.4,7.2,10,84,1011,25.81,6.69,10,69,1012,0.006,23.32,7.2,360,83,1011,27,7.2,360,65,1012,0.008,23.38,6.69,360,85,1012,28.05,6.17,10,65,1011
1215294,6518335,35.713889,139.705556,0.01,2024-09-03 22:00:00,2024-09-04 07:00:00,0.005,23.51,7.72,10,85,1011,24.73,6.69,360,78,1012,0.006,23.4,7.2,10,84,1011,25.81,6.69,10,69,1012,0.006,23.32,7.2,360,83,1011,27,7.2,360,65,1012,0.008,23.38,6.69,360,85,1012,28.05,6.17,10,65,1011
1215295,6520345,35.677777999999996,139.716667,0.007,2024-09-03 22:00:00,2024-09-04 07:00:00,0.004,23.51,7.72,10,85,1011,24.73,6.69,360,78,1012,0.004,23.4,7.2,10,84,1011,25.81,6.69,10,69,1012,0.004,23.32,7.2,360,83,1011,27,7.2,360,65,1012,0.005,23.38,6.69,360,85,1012,28.05,6.17,10,65,1011
1215373,6518084,35.686111,139.605556,0.008,2024-09-03 22:00:00,2024-09-04 07:00:00,0.005,23.22,4.42,36,92,1011,24.37,4.93,19,82,1012,0.006,23.06,4.61,29,90,1011,25.47,4.63,350,73,1012,0.006,23.06,4.65,17,91,1012,26.88,5.78,25,64,1012,0.006,23.06,4.9,12,93,1012,27.95,5.63,25,60,1011
1215412,6587276,35.758333,139.708333,0.018,2024-09-03 22:00:00,2024-09-04 07:00:00,0.013,23.68,4.32,39,88,1011,25.17,0.45,46,77,1012,0.013,23.52,4.52,33,86,1011,26.24,4.99,27,69,1012,0.014,23.52,0.45,7,87,1012,27.23,5.26,30,66,1012,0.018,23.52,0.45,14,89,1012,28.48,5.29,35,63,1011
1215413,6587196,35.753611,139.7075,0.009,2024-09-03 22:00:00,2024-09-04 07:00:00,0.006,23.44,1.34,25,86,1011,24.74,2.68,20,77,1012,0.006,23.32,1.34,42,84,1011,25.79,4.63,350,69,1012,0.007,23.31,2.24,38,85,1012,27,0.89,336,66,1012,0.009,23.31,0.89,4,88,1012,28.08,2.68,167,64,1011
1215489,6587322,35.694444,139.838889,0.013,2024-09-03 22:00:00,2024-09-04 07:00:00,0.004,23.86,7.72,10,86,1011,25.11,6.69,360,76,1012,0.004,23.8,7.2,10,85,1011,26.17,6.69,10,67,1012,0.005,23.79,7.2,360,83,1011,27.26,7.2,360,64,1012,0.01,23.85,6.69,360,86,1012,28.13,6.17,10,64,1011
1215490,6587181,35.686111,139.830556,0.009,2024-09-03 22:00:00,2024-09-04 07:00:00,0.005,23.86,7.72,10,86,1011,25.11,6.69,360,76,1012,0.005,23.8,7.2,10,85,1011,26.17,6.69,10,67,1012,0.006,23.79,7.2,360,83,1011,27.26,7.2,360,64,1012,0.01,23.85,6.69,360,86,1012,28.13,6.17,10,64,1011
1215491,6520578,35.647222,139.813889,0.012,2024-09-03 22:00:00,2024-09-04 07:00:00,0.007,23.86,7.72,10,86,1011,25.11,6.69,360,76,1012,0.006,23.8,7.2,10,85,1011,26.17,6.69,10,67,1012,0.007,23.79,7.2,360,83,1011,27.26,7.2,360,64,1012,0.011,23.85,6.69,360,86,1012,28.13,6.17,10,64,1011
